full_name,H,albedo,diameter_sigma,e,a,i,id,name,absolute_magnitude_h,estimated_diameter_min_km,estimated_diameter_max_km,is_potentially_hazardous,close_approach_date,relative_velocity_km_per_s,miss_distance_km,orbiting_body
2023 xo14,29.16,,,0.0576,1.051,6.45,54416958,2023 xo14,29.16,0.0039134066,0.0087506433,False,2025-01-15,15.2635564231,73014318.50447418,Earth
2023 xr14,28.34,,,0.3467,0.8855,3.24,54416960,2023 xr14,28.34,0.0057089334,0.0127655632,False,2025-03-19,17.2112008625,34310532.08398954,Earth
2023 yo1,25.93,,,0.0509,1.008,4.47,54418267,2023 yo1,25.93,0.0173202827,0.0387293295,False,2025-01-20,2.4337624164,8891651.576187612,Earth
2023 yh2,22.45,,,0.2827,0.8973,9.41,54419181,2023 yh2,22.45,0.086011194,0.1923268766,False,2025-04-01,22.9168121023,73295088.155148,Earth
2024 av,26.53,,,0.112,0.9535,1.25,54419019,2024 av,26.53,0.0131387781,0.0293792009,False,2025-04-15,8.2067299147,23506065.48926856,Earth
2024 ap2,24.63,,,0.1367,0.9664,8.29,54419694,2024 ap2,24.63,0.0315177333,0.0704757942,False,2025-01-08,14.2152333927,45297049.48784004,Earth
2024 ac3,25.25,,,0.6622,1.403,3.88,54419807,2024 ac3,25.25,0.0236894499,0.0529712204,False,2025-05-28,23.4176067095,10787576.60624352,Earth
2024 bf,24.51,,,0.1138,0.9688,2.74,54421069,2024 bf,24.51,0.0333084924,0.0744800533,False,2025-05-01,4.5606837455,3635347.530341538,Earth
2024 bh,23.22,,,0.1598,0.9635,12.75,54421074,2024 bh,23.22,0.0603330078,0.1349087066,False,2025-02-07,16.0467581622,48729611.79467219,Earth
2024 bm1,26.03,,,0.2448,1.008,7.1,54421395,2024 bm1,26.03,0.0165407416,0.0369862226,False,2025-01-08,9.1139227197,4530223.722781611,Earth
2024 ba3,28.86,,,0.1112,0.97,8.55,54422948,2024 ba3,28.86,0.004493192,0.0100470827,False,2025-01-22,12.7988678374,41110953.70402611,Earth
2024 bz3,27.8,,,0.1866,1.015,2.41,54423136,2024 bz3,27.8,0.0073207399,0.016369672,False,2025-01-28,9.9510085107,21779660.187801827,Earth
2024 bd4,26.52,,,0.0502,0.9567,1.35,54423141,2024 bd4,26.52,0.0131994239,0.0295148091,False,2025-04-10,11.417050269,49902919.37819861,Earth
2024 ba5,26.02,,,0.3085,0.9546,1.56,54423318,2024 ba5,26.02,0.0166170902,0.0371569432,False,2025-03-24,7.6239479474,37274445.98695764,Earth
2024 bw17,23.55,,,0.1618,1.024,24.41,54427938,2024 bw17,23.55,0.0518268695,0.1158884032,False,2025-01-20,12.6054400536,27217079.427778862,Earth
2024 cc,25.18,,,0.2266,0.9333,1.91,54423509,2024 cc,25.18,0.0244655496,0.0547066321,False,2025-05-25,8.4908342853,10174904.423814598,Earth
2024 cz,26.61,,,0.0469,1.009,10.45,54423944,2024 cz,26.61,0.0126635356,0.0283165265,False,2025-01-31,6.080491547,8552362.82911869,Earth
2024 cl1,25.74,,,0.4433,1.008,0.9,54424573,2024 cl1,25.74,0.0189040552,0.0422707525,False,2025-02-15,12.0226135332,10417125.0071966,Earth
2024 ca2,24.35,,,0.2749,0.9867,13.48,54425950,2024 ca2,24.35,0.0358554334,0.0801751865,False,2025-02-11,13.7428317839,15708940.460785192,Earth
2024 cj3,23.74,,,0.2047,1.044,13.62,54426463,2024 cj3,23.74,0.0474848397,0.1061793296,False,2025-02-15,20.4721415267,66586122.624464005,Earth
2024 cg4,23.68,,,0.0569,0.9948,36.7,54426474,2024 cg4,23.68,0.0488151892,0.1091540813,False,2025-02-11,18.655706042,8930304.94311438,Earth
2024 cw6,27.59,,,0.0995,0.9427,1.07,54426893,2024 cw6,27.59,0.0080640828,0.0180318372,False,2025-03-01,18.249145105,73579831.85827854,Earth
2024 cx6,23.67,,,0.3844,1.039,16.99,54426894,2024 cx6,23.67,0.0490405098,0.1096579137,False,2025-02-26,10.4541511884,41779099.25997568,Earth
2024 cc7,26.36,,,0.1864,0.99,6.53,54427163,2024 cc7,26.36,0.0142087207,0.0317716653,False,2025-02-27,8.2347294628,7931633.44004965,Earth
2024 dq,24.87,,,0.0305,0.9784,4.58,54427469,2024 dq,24.87,0.0282198679,0.063101543,False,2025-03-16,7.777261175,30238534.236589722,Earth
2024 dw1,23.87,,,0.636,0.9799,3.62,54429269,2024 dw1,23.87,0.0447254765,0.1000092059,False,2025-03-02,25.2921960844,22354877.835754804,Earth
2024 ee1,26.02,,,0.1901,1.054,6.57,54429645,2024 ee1,26.02,0.0166170902,0.0371569432,False,2025-03-03,20.3150205118,73172388.56560569,Earth
2024 ew1,26.77,,,0.116,0.9416,6.34,54429992,2024 ew1,26.77,0.0117639989,0.0263051013,False,2025-04-25,15.1537242222,60682127.2851171,Earth
2024 et3,28.39,,,0.2353,0.963,8.59,54430725,2024 et3,28.39,0.0055789822,0.0124749835,False,2025-05-05,5.9663458658,34298383.77951917,Earth
2024 ew3,28.41,,,0.1407,0.9248,1.42,54430726,2024 ew3,28.41,0.0055278338,0.0123606121,False,2025-05-28,18.0907862788,72400273.44743247,Earth
2024 ez3,25.8,,,0.1626,0.9468,7.77,54430730,2024 ez3,25.8,0.0183888672,0.0411187571,False,2025-03-10,19.338702416,67496348.69530989,Earth
2024 eh4,23.81,,,0.6588,0.9598,3.79,54430777,2024 eh4,23.81,0.0459785188,0.1028110936,False,2025-03-18,14.2875016875,55989458.2123001,Earth
2024 fa,22.51,,,0.5586,1.037,18.14,54431183,2024 fa,22.51,0.0836671502,0.1870854353,False,2025-03-09,24.0261946721,27568591.996322934,Earth
2024 fb,25.79,,,0.309,1.055,1.71,54431184,2024 fb,25.79,0.0184737464,0.0413085527,False,2025-03-23,23.1906848544,70241974.60733965,Earth
2024 fe1,26.13,,,0.2205,0.9868,5.51,54431498,2024 fe1,26.13,0.0157962856,0.0353215683,False,2025-03-22,5.017554392,20476347.68698761,Earth
2024 fn1,26.1,,,0.1452,0.974,9.55,54431582,2024 fn1,26.1,0.0160160338,0.0358129403,False,2025-03-28,12.4239706557,34954912.103436865,Earth
2024 fs1,23.6,,,0.2955,1.065,18.3,54431587,2024 fs1,23.6,0.0506471459,0.1132504611,False,2025-02-11,10.816052953,66118028.80982362,Earth
2024 fp2,21.29,,,0.2525,0.9701,31.1,54431700,2024 fp2,21.29,0.1467421834,0.3281254972,False,2025-04-22,16.6506428566,12802207.770541232,Earth
2024 fn3,25.35,,,0.0597,1.024,13.4,54431986,2024 fn3,25.35,0.0226232491,0.0505871228,False,2025-03-31,10.6693082571,36445222.55510236,Earth
2024 fr4,25.86,,,0.3441,0.9538,10.94,54432336,2024 fr4,25.86,0.0178877195,0.0399981568,False,2025-04-29,8.8544499645,43868236.26712648,Earth
2024 gr,27.75,,,0.0969,1.046,3.35,54432465,2024 gr,27.75,0.0074912618,0.0167509707,False,2025-04-21,14.9442306528,63821334.5567083,Earth
2024 gd2,25.55,,,0.0859,1.021,3.97,54433329,2024 gd2,25.55,0.0206326484,0.0461360043,False,2025-01-12,3.1257268761,19908400.67503408,Earth
2024 ge2,27.97,,,0.1538,0.9723,4.53,54433331,2024 ge2,27.97,0.0067694748,0.0151370059,False,2025-01-02,4.8695813606,25623356.202202097,Earth
2024 gm2,23.2,,,0.1313,1.058,28.92,54433337,2024 gm2,23.2,0.0608912622,0.1361570015,False,2025-04-01,18.2692894745,72840664.38443117,Earth
2024 ge3,26.08,,,0.2513,1.016,1.78,54433568,2024 ge3,26.08,0.0161642283,0.0361443134,False,2025-03-27,4.979092343,24824602.325956088,Earth
2024 ge3,26.08,,,0.2513,1.016,1.78,54433568,2024 ge3,26.08,0.0161642283,0.0361443134,False,2025-05-16,4.9848995296,25349500.426527362,Earth
2024 gt3,24.48,,,0.0834,1.029,15.69,54433731,2024 gt3,24.48,0.0337718597,0.0755161741,False,2025-03-21,8.3440008241,43203072.76519792,Earth
2024 gu3,25.79,,,0.0881,0.946,14.7,54433733,2024 gu3,25.79,0.0184737464,0.0413085527,False,2025-04-14,17.378865053,70399452.64986041,Earth
2024 ha,31.77,,,0.5625,1.048,0.52,54434763,2024 ha,31.77,0.0011763999,0.0026305101,False,2025-04-04,11.8580568043,59766102.84570937,Earth
2024 hb,27.99,,,0.3365,1.012,13.95,54434765,2024 hb,27.99,0.0067074119,0.0149982289,False,2025-04-19,14.8596341855,17049103.86866991,Earth
2024 hc,27.44,,,0.0904,0.9417,0.86,54434768,2024 hc,27.44,0.0086408204,0.0193214617,False,2025-05-30,15.8146453191,69033825.64997067,Earth
2024 hz,28.69,,,0.2322,1.017,5.7,54435949,2024 hz,28.69,0.0048590904,0.0108652564,False,2025-04-24,11.4578601433,23163503.01721149,Earth
2024 jh,25.63,,,0.1095,0.9725,11.71,54439324,2024 jh,25.63,0.0198863453,0.04446722,False,2025-05-31,6.5302665987,30543347.122291848,Earth
2024 js,27.39,,,0.1267,1.007,19.12,54439423,2024 js,27.39,0.0088420909,0.0197715164,False,2025-04-29,11.0059684711,9352890.54714844,Earth
2024 jk1,26.42,,,0.3066,1.084,2.4,54439707,2024 jk1,26.42,0.0138214936,0.0309057992,False,2025-02-20,9.251897338,64067162.67776556,Earth
2024 jo1,27.79,,,0.1553,1.039,9.35,54439712,2024 jo1,27.79,0.0073545309,0.016445231,False,2025-05-17,15.4271229173,53244247.68867597,Earth
2024 jq1,27.09,,,0.0798,0.9855,3.25,54439716,2024 jq1,27.09,0.0101520787,0.0227007381,False,2025-05-19,6.3980426741,18717258.39248115,Earth
2024 jd2,24.63,,,0.1035,0.9667,21.14,54439891,2024 jd2,24.63,0.0315177333,0.0704757942,False,2025-05-05,13.4111675164,36186981.20670673,Earth
2024 jm2,23.78,,,0.1998,0.9945,19.98,54439998,2024 jm2,23.78,0.0466181437,0.1042413384,False,2025-05-03,11.2602720548,2902752.234998361,Earth
2024 jg3,22.67,,,0.5621,1.045,15.45,54440314,2024 jg3,22.67,0.0777239702,0.1737960809,False,2025-05-11,28.7456838368,57029895.27149971,Earth
2024 jt8,19.78,,,0.7815,1.02,47.47,54441092,2024 jt8,19.78,0.2941406018,0.6577183805,False,2025-04-16,23.6735442996,74658911.01968531,Earth
2024 jo10,25.08,,,0.4354,0.93,4.56,54441265,2024 jo10,25.08,0.0256185754,0.0572848762,False,2025-02-02,16.7896898637,65346143.80309406,Earth
2024 jb17,22.26,,,0.1251,0.9421,17.46,54442112,2024 jb17,22.26,0.0938760865,0.2099133109,False,2025-05-27,15.0587142551,52588333.20969824,Earth
2024 jj17,27.89,,,0.1764,1.048,2.17,54442145,2024 jj17,27.89,0.0070235225,0.0157050737,False,2025-06-03,18.1472565146,67420520.16792941,Earth
2024 jp17,26.77,,,0.5187,0.6793,9.98,54442250,2024 jp17,26.77,0.0117639989,0.0263051013,False,2025-04-29,26.1306350302,71187790.2956945,Earth
2024 jq17,25.57,,,0.2478,0.9942,10.85,54442252,2024 jq17,25.57,0.0204434871,0.0457130269,False,2025-05-16,10.4475651765,7800479.057608127,Earth
2024 kt1,26.99,,,0.2455,0.9842,1.29,54445312,2024 kt1,26.99,0.0106305314,0.023770591,False,2025-05-30,11.3221157242,19545030.934434447,Earth
2024 kb2,23.53,,,0.5243,0.9799,16.29,54445454,2024 kb2,23.53,0.0523064176,0.1169607054,False,2025-05-14,12.4516529377,33754501.29037086,Earth
2024 lj1,25.7,,,0.2652,0.9561,12.45,54445920,2024 lj1,25.7,0.0192555078,0.0430566244,False,2025-03-05,8.7634469402,48528868.88128405,Earth
2024 lq1,25.51,,,0.1418,0.9558,8.7,54445922,2024 lq1,25.51,0.0210162379,0.0469937366,False,2025-01-09,6.3343361342,26746165.872806415,Earth
2024 lg5,26.62,,,0.2602,1.074,2.63,54447953,2024 lg5,26.62,0.012605352,0.0281864239,False,2025-03-25,7.8508702334,53788076.532028094,Earth
2024 lh5,24.24,,,0.4526,1.012,0.91,54447954,2024 lh5,24.24,0.0377185489,0.0843412394,False,2025-05-28,15.1841830919,8831759.545340568,Earth
2024 mh2,23.5,,,0.3467,1.334,13.38,54457674,2024 mh2,23.5,0.0530340723,0.1185877909,False,2025-01-10,9.5462869245,74093047.23287047,Earth
2024 ms2,25.93,,,0.2832,0.9335,14.41,54458197,2024 ms2,25.93,0.0173202827,0.0387293295,False,2025-03-01,11.6510868762,55651515.20279033,Earth
2024 nh,25.41,,,0.1575,1.042,4.54,54457673,2024 nh,25.41,0.0220067027,0.0492084832,False,2025-04-30,4.7760826472,31990061.64300364,Earth
2024 nv1,25.16,,,0.312,1.167,6.01,54458504,2024 nv1,25.16,0.0246919266,0.0552128263,False,2025-03-19,9.0847815967,73932626.0616945,Earth
2024 na2,25.14,,,0.0928,1.06,6.53,54458508,2024 na2,25.14,0.0249203981,0.0557237043,False,2025-01-10,4.109881063,18950136.783358883,Earth
2024 pd,24.54,,,0.0986,1.137,23.37,54465300,2024 pd,24.54,0.0328514828,0.0734581487,False,2025-01-16,13.092731798,32392379.93704712,Earth
2024 pk3,26.73,,,0.2045,0.9097,5.49,54465827,2024 pk3,26.73,0.011982708,0.0267941497,False,2025-02-10,7.9078781265,36429966.56431976,Earth
2024 pt5,27.45,,,0.015,1.022,1.71,54466137,2024 pt5,27.45,0.0086011194,0.0192326877,False,2025-01-09,1.0253286228,1800565.79763693,Earth
2024 pv5,24.07,,,0.1513,1.187,22.21,54466138,2024 pv5,24.07,0.0407901194,0.0912094798,False,2025-01-26,12.7946936196,34987952.42364315,Earth
2024 qh,24.95,,,0.3419,0.8372,10.25,54467103,2024 qh,24.95,0.0271991277,0.0608190985,False,2025-01-30,13.722662634,57219160.0639153,Earth
2024 qr1,23.59,,,0.1223,0.9879,30.62,54467481,2024 qr1,23.59,0.0508809225,0.1137732014,False,2025-02-23,17.2755732176,18829575.81504652,Earth
2024 qh2,26.87,,,0.2794,0.8654,35.33,54467564,2024 qh2,26.87,0.0112345318,0.0251211767,False,2025-02-25,23.5874574608,49203705.27676829,Earth
2024 qh3,25.5,,,0.2327,1.195,6.29,54468514,2024 qh3,25.5,0.0211132445,0.0472106499,False,2025-02-26,3.6548261648,34566695.26365448,Earth
2024 re,23.38,,,0.1847,0.9361,6.02,54467604,2024 re,23.38,0.0560473362,0.1253256538,False,2025-04-17,7.5501376037,38203532.908459514,Earth
2024 rm,24.23,,,0.1829,0.9619,13.08,54467611,2024 rm,24.23,0.0378926498,0.0847305409,False,2025-01-17,7.9658658294,36922621.23757845,Earth
2024 rb1,25.49,,,0.2227,0.9003,6.28,54467964,2024 rb1,25.49,0.0212106988,0.0474285643,False,2025-01-17,7.0025319248,36607281.179684006,Earth
2024 rd1,23.82,,,0.2772,1.4,22.24,54467966,2024 rd1,23.82,0.0457672667,0.1023387195,False,2025-01-19,12.5116164365,48124680.43434812,Earth
2024 rs1,26.25,,,0.212,1.199,25.26,54467981,2024 rs1,26.25,0.0149470324,0.0334225806,False,2025-02-15,13.3979545399,42850195.74440116,Earth
2024 rn3,26.46,,,0.2924,1.144,8.28,54468531,2024 rn3,26.46,0.0135692229,0.0303417048,False,2025-04-30,8.3571967745,67076760.314520866,Earth
2024 re4,24.42,,,0.1002,1.12,24.05,54468776,2024 re4,24.42,0.0347180222,0.0776318577,False,2025-03-03,14.0795339309,32471404.84731696,Earth
2024 rq5,28.04,,,0.2446,1.211,1.15,54469017,2024 rq5,28.04,0.0065547326,0.0146568276,False,2025-02-19,4.5606973226,42593117.2800882,Earth
2024 rb6,27.76,,,0.0191,1.021,14.56,54469024,2024 rb6,27.76,0.0074568426,0.016674007,False,2025-02-28,9.3179422488,34092722.477119885,Earth
2024 rd7,22.81,,,0.307,0.9602,40.9,54469029,2024 rd7,22.81,0.0728710415,0.1629446024,False,2025-03-24,27.1442652276,52544012.61170248,Earth
2024 rj10,24.39,,,0.2687,1.232,20.29,54470172,2024 rj10,24.39,0.035200998,0.0787118244,False,2025-03-11,11.0946520506,52066456.28299098,Earth
2024 ro15,25.29,,,0.3761,1.35,8.99,54471058,2024 ro15,25.29,0.0232570687,0.0520043867,False,2025-03-14,8.1382023603,73775922.7416631,Earth
2024 rt15,22.64,,,0.2625,0.9368,13.4,54471061,2024 rt15,22.64,0.0788052183,0.1762138252,False,2025-01-27,10.6553527764,43071327.05229586,Earth
2024 rw25,25.62,,,0.3548,1.313,1.7,54471389,2024 rw25,25.62,0.0199781365,0.0446724713,False,2025-03-29,7.6251447718,72467203.77382708,Earth
2024 sg,27.25,,,0.2995,1.146,5.51,54480235,2024 sg,27.25,0.0094309399,0.0210882227,False,2025-05-18,8.3456321609,66657967.809360005,Earth
2024 sh,24.73,,,0.106,1.147,22.25,54480237,2024 sh,24.73,0.0300992017,0.067303861,False,2025-02-17,12.3993836534,56436066.43677599,Earth
2024 sk,27.85,,,0.0939,1.088,7.67,54480949,2024 sk,27.85,0.0071540995,0.0159970528,False,2025-02-11,4.1491704522,19091318.366951402,Earth
2024 ss,25.84,,,0.228,1.225,11.2,54480954,2024 ss,25.84,0.0180532326,0.0403682552,False,2025-02-17,6.2375004783,37022749.425696224,Earth
2024 sh1,26.84,,,0.1354,1.091,1.26,54481741,2024 sh1,26.84,0.0113908197,0.0254706471,False,2025-03-22,2.530408934,20644386.48642251,Earth
2024 sy1,26.01,,,0.333,1.303,22.87,54482414,2024 sy1,26.01,0.0166937912,0.0373284519,False,2025-03-22,12.0851867895,62576445.23013495,Earth
2024 so2,27.9,,,0.1053,0.9644,4.34,54482429,2024 so2,27.9,0.0069912523,0.0156329154,False,2025-05-21,4.4648058696,24127213.019344036,Earth
2024 sp2,28.99,,,0.1344,0.9309,2.47,54482430,2024 sp2,28.99,0.0042320908,0.0094632427,False,2025-03-30,5.0002097951,26596673.334666684,Earth
2024 sv2,28.69,,,0.4202,1.531,10.66,54483134,2024 sv2,28.69,0.0048590904,0.0108652564,False,2025-02-10,6.6282420675,68416868.93966559,Earth
2024 sc3,26.46,,,0.3283,1.364,1.25,54483140,2024 sc3,26.46,0.0135692229,0.0303417048,False,2025-02-05,3.4116323729,50491455.91899491,Earth
2024 sm3,25.69,,,0.1564,0.8932,25.58,54483149,2024 sm3,25.69,0.0193443872,0.0432553648,False,2025-02-11,16.3357228211,50955697.72312089,Earth
2024 sn3,26.91,,,0.1095,0.9149,18.53,54483150,2024 sn3,26.91,0.0110294785,0.0246626636,False,2025-02-11,11.5924358724,36724255.79337949,Earth
2024 so3,21.99,,,0.3494,1.457,18.92,54483151,2024 so3,21.99,0.1063053145,0.2377059096,False,2025-03-05,10.9107507471,23614600.569047567,Earth
2024 ss3,24.03,,,0.2784,0.9114,2.79,54483853,2024 ss3,24.03,0.0415484643,0.0929051906,False,2025-02-27,9.6828810377,45617257.894258104,Earth
2024 sm4,24.04,,,0.3509,1.317,18.22,54484277,2024 sm4,24.04,0.0413575665,0.0924783301,False,2025-04-09,10.7233243178,70611388.13180687,Earth
2024 sa5,24.36,,,0.3291,1.238,10.83,54485062,2024 sa5,24.36,0.0356906927,0.079806815,False,2025-04-16,8.2966534145,63000158.188757546,Earth
2024 sg5,24.37,,,0.1797,1.093,1.8,54485066,2024 sg5,24.37,0.0355267088,0.079440136,False,2025-02-03,3.9415980211,13967803.67362787,Earth
2024 sg5,24.37,,,0.1797,1.093,1.8,54485066,2024 sg5,24.37,0.0355267088,0.079440136,False,2025-05-21,3.0335154405,24625320.16096956,Earth
2024 sv5,23.18,,,0.3273,1.53,17.77,54485070,2024 sv5,23.18,0.0614546821,0.1374168468,False,2025-02-04,10.6608432255,50258543.19540602,Earth
2024 td,26.9,,,0.4034,1.527,12.97,54486537,2024 td,26.9,0.0110803882,0.0247765013,False,2025-02-11,6.7053288921,61902204.63808755,Earth
2024 ta1,24.38,,,0.0468,1.097,20.14,54486936,2024 ta1,24.38,0.0353634784,0.0790751417,False,2025-03-22,13.736232396,56222786.51877186,Earth
2024 tc2,26.54,,,0.2624,1.152,8.6,54487074,2024 tc2,26.54,0.0130784109,0.0292442157,False,2025-05-05,7.3138128834,55379624.02114337,Earth
2024 tm2,28.19,,,0.2597,1.259,1.59,54487275,2024 tm2,28.19,0.0061172324,0.0136785474,False,2025-02-16,2.7287942651,38232246.918104544,Earth
2024 to2,26.0,,,0.1325,1.064,29.15,54487277,2024 to2,26.0,0.0167708462,0.0375007522,False,2025-03-29,14.8397785008,29296720.02198122,Earth
2024 tn5,27.97,,,0.1978,1.146,10.56,54488499,2024 tn5,27.97,0.0067694748,0.0151370059,False,2025-03-29,6.565821125,34337479.28295072,Earth
2024 tt5,24.64,,,0.1531,1.018,28.55,54489167,2024 tt5,24.64,0.0313729225,0.0701519874,False,2025-03-16,16.7378745713,44033322.677798,Earth
2024 tx5,26.4,,,0.1227,1.138,11.58,54489169,2024 tx5,26.4,0.0139493823,0.0311917671,False,2025-02-15,5.6088777034,31015008.382378343,Earth
2024 ta7,27.22,,,0.3153,1.361,10.68,54489186,2024 ta7,27.22,0.0095621373,0.0213815891,False,2025-02-11,4.9506564465,48230540.95852792,Earth
2024 to9,26.66,,,0.3572,1.4,2.35,54490129,2024 to9,26.66,0.0123752784,0.0276719637,False,2025-03-02,4.5058994489,57355099.4090277,Earth
2024 tq9,30.76,,,0.2409,0.8977,1.6,54490130,2024 tq9,30.76,0.0018730742,0.0041883212,False,2025-04-28,9.8954136483,46856006.30306689,Earth
2024 tt9,24.66,,,0.1896,1.243,27.38,54490132,2024 tt9,24.66,0.0310852938,0.0695088301,False,2025-03-19,14.8237397756,58831928.205367304,Earth
2024 tx9,26.38,,,0.1544,0.9519,8.05,54490134,2024 tx9,26.38,0.0140784543,0.0314803809,False,2025-05-12,6.9104075417,33988821.580318585,Earth
2024 tl10,24.53,,,0.089,1.007,6.69,54490515,2024 tl10,24.61,0.0318093633,0.0711278987,False,2025-04-21,4.1306664373,17572956.384848397,Earth
2024 tc15,26.9,,,0.3219,1.34,10.47,54491553,2024 tc15,26.9,0.0110803882,0.0247765013,False,2025-03-10,6.6609843032,53051609.239895076,Earth
2024 tk20,21.36,,,0.3121,1.202,25.2,54492233,2024 tk20,21.36,0.1420872067,0.317716653,False,2025-05-15,14.8837579791,13979193.26258096,Earth
2024 tu20,24.7,,,0.1334,0.9661,11.64,54492950,2024 tu20,24.7,0.0305179233,0.0682401509,False,2025-05-06,8.1801363134,26665868.28857712,Earth
2024 tv20,23.51,,,0.3658,1.466,20.37,54492951,2024 tv20,23.51,0.0527904029,0.1180429295,False,2025-03-30,10.8375071569,63022797.552494414,Earth
2024 tk21,25.14,,,0.2185,0.8382,16.42,54492953,2024 tk21,25.14,0.0249203981,0.0557237043,False,2025-02-11,9.592593572,45300052.620200925,Earth
2024 tk22,29.95,,,0.3832,1.427,10.87,54494154,2024 tk22,29.95,0.0027199128,0.0060819099,False,2025-03-11,7.4523563133,65236309.07685963,Earth
2024 ub1,28.47,,,0.215,0.9147,9.15,54494481,2024 ub1,28.47,0.005377185,0.0120237511,False,2025-05-19,9.8812766042,44373131.53178155,Earth
2024 uj1,26.75,,,0.1286,1.047,22.63,54494719,2024 uj1,26.75,0.0118728499,0.0265484994,False,2025-04-19,12.083759884,39320939.32839623,Earth
2024 ue2,25.16,,,0.3836,1.561,20.58,54494737,2024 ue2,25.16,0.0246919266,0.0552128263,False,2025-02-28,9.5561880944,60222931.74626153,Earth
2024 um2,24.94,,,0.3438,1.322,11.77,54495419,2024 um2,24.94,0.0273246732,0.0610998267,False,2025-04-10,7.5567099811,54824598.92912534,Earth
2024 uu2,26.23,,,0.2972,1.307,17.55,54495427,2024 uu2,26.23,0.0150853356,0.0337318359,False,2025-04-02,9.6791971463,46896431.178050615,Earth
2024 uw2,24.93,,,0.1194,0.9615,22.82,54495687,2024 uw2,24.93,0.0274507982,0.0613818507,False,2025-04-26,13.1596676282,25842471.09536686,Earth
2024 uz2,24.31,,,0.3824,0.8271,14.38,54495430,2024 uz2,24.31,0.0365220357,0.0816657545,False,2025-02-18,13.0423590256,62175694.4674527,Earth
2024 uy4,26.48,,,0.2083,1.231,8.9,54496017,2024 uy4,26.48,0.0134448195,0.0300635304,False,2025-03-14,4.8372521323,26900700.42763705,Earth
2024 ud6,27.36,,,0.214,1.187,4.88,54496197,2024 ud6,27.36,0.0089650967,0.0200465656,False,2025-04-03,4.163775013,34385657.321863584,Earth
2024 uw6,26.97,,,0.2913,1.206,8.33,54496384,2024 uw6,26.97,0.0107288945,0.0239905375,False,2025-05-09,7.2110708452,58445657.28979851,Earth
2024 uz6,31.16,,,0.1635,0.9042,0.45,54496387,2024 uz6,31.16,0.0015579552,0.0034836938,False,2025-04-17,5.5202223952,31663579.93966584,Earth
2024 ul8,26.6,,,0.1459,1.173,26.87,54496409,2024 ul8,26.6,0.0127219879,0.0284472297,False,2025-04-04,14.5927637688,55925146.087987095,Earth
2024 un8,27.23,,,0.1958,0.8721,1.95,54496406,2024 un8,27.23,0.0095182033,0.0212833496,False,2025-02-03,3.0042970585,27528954.290371355,Earth
2024 uy9,26.03,,,0.0967,1.014,13.24,54496628,2024 uy9,26.03,0.0165407416,0.0369862226,False,2025-04-15,7.6787418747,16683019.67471913,Earth
2024 uz9,24.47,,,0.385,1.512,33.87,54496629,2024 uz9,24.47,0.0339277435,0.0758647409,False,2025-04-09,16.9792878068,64958929.58319619,Earth
2024 ub10,24.01,,,0.3283,1.462,9.57,54496631,2024 ub10,24.01,0.0419329075,0.0937648318,False,2025-02-05,8.1666240453,19785929.17736416,Earth
2024 ux10,26.51,,,0.3611,0.7857,27.87,54496838,2024 ux10,26.51,0.0132603497,0.0296510433,False,2025-03-14,20.6843749343,70185458.40202703,Earth
2024 uy17,30.37,,,0.3325,1.329,7.28,54497456,2024 uy17,30.37,0.0022415838,0.0050123337,False,2025-03-30,6.2814749453,56774129.63321451,Earth
2024 ud26,20.54,,,0.6401,2.618,2.99,54499276,2024 ud26,20.54,0.2072788434,0.4634895841,True,2025-02-16,9.3195372805,6420246.802710491,Earth
2024 uy43,25.16,,,0.1729,1.148,7.48,54502877,2024 uy43,25.16,0.0246919266,0.0552128263,False,2025-04-21,4.0855356972,17581925.764500838,Earth
2024 vb,28.74,,,0.1552,0.9138,3.0,54497053,2024 vb,28.74,0.004748484,0.010617933,False,2025-04-28,5.7870594074,31009890.90852181,Earth
2024 vo,31.06,,,0.1201,1.08,1.05,54497181,2024 vo,31.06,0.0016313794,0.0036478753,False,2025-04-10,2.2410607394,18434173.774608243,Earth
2024 vr,24.78,,,0.2001,1.249,22.94,54497454,2024 vr,24.78,0.0294140602,0.0657718381,False,2025-03-13,10.7818800094,62509312.4379831,Earth
2024 vw,24.88,,,0.2442,1.246,27.19,54497462,2024 vw,24.88,0.0280902094,0.0628116177,False,2025-04-13,14.1958519778,39774115.6174349,Earth
2024 vf1,24.89,,,0.2346,1.315,5.75,54497570,2024 vf1,24.89,0.0279611466,0.0625230245,False,2025-02-07,5.3265323656,16159554.198149908,Earth
2024 vo2,27.02,,,0.138,1.121,11.88,54499264,2024 vo2,27.02,0.0104846751,0.0234444462,False,2025-04-17,6.6403379237,22822827.76716383,Earth
