full_name,H,albedo,diameter_sigma,e,a,i,id,name,absolute_magnitude_h,estimated_diameter_min_km,estimated_diameter_max_km,is_potentially_hazardous,close_approach_date,relative_velocity_km_per_s,miss_distance_km,orbiting_body
2016 el27,26.1,,,0.2298,0.8782,15.58,3745113,2016 el27,26.1,0.0160160338,0.0358129403,False,2025-02-01,8.7209352847,34471592.29238681,Earth
2016 el27,26.1,,,0.2298,0.8782,15.58,3745113,2016 el27,26.1,0.0160160338,0.0358129403,False,2025-06-02,7.1481065701,54278219.47200928,Earth
2016 eo84,22.34,,,0.5478,0.8326,12.08,3745995,2016 eo84,22.34,0.0904804968,0.2023205415,False,2025-03-13,28.5301102756,58837339.84847541,Earth
2016 ed86,25.3,,,0.2432,1.318,6.22,3746490,2016 ed86,25.3,0.0231502122,0.0517654482,False,2025-04-01,15.9504277334,62026612.09675293,Earth
2016 ed157,24.67,,,0.1533,1.311,4.77,3747305,2016 ed157,24.68,0.0308003021,0.0688715693,False,2025-03-27,2.4994935852,17445304.118463147,Earth
2016 fc,26.6,,,0.2426,1.175,0.89,3747499,2016 fc,26.6,0.0127219879,0.0284472297,False,2025-05-25,6.2361510682,52624013.767752364,Earth
2016 fy2,25.5,,,0.1788,0.8719,1.9,3747992,2016 fy2,25.5,0.0211132445,0.0472106499,False,2025-04-08,17.518576502,64253465.94098791,Earth
2016 fj3,22.51,,,0.6364,2.082,5.7,3748182,2016 fj3,22.51,0.0836671502,0.1870854353,False,2025-02-15,14.3241936987,13056058.720648088,Earth
2016 fu12,26.9,,,0.1653,1.006,2.12,3748472,2016 fu12,26.9,0.0110803882,0.0247765013,False,2025-03-12,14.6059872886,49976109.16370995,Earth
2016 fk14,20.7,,,0.3458,1.724,18.74,3748508,2016 fk14,20.7,0.1925550782,0.4305662442,False,2025-03-24,11.522293848,27228068.677872047,Earth
2016 fl60,23.92,,,0.3831,0.9931,24.87,54247854,2016 fl60,23.92,0.0437074004,0.0977327184,False,2025-04-29,14.1575482177,50172698.34263968,Earth
2016 gb1,21.56,,,0.7803,2.072,4.71,3748562,2016 gb1,21.56,0.1295850727,0.2897610314,False,2025-05-02,25.3065791243,9590520.211256733,Earth
2016 ge1,26.7,,,0.5195,2.063,10.68,3748560,2016 ge1,26.7,0.0121494041,0.0271668934,False,2025-02-27,20.7836753311,61737703.72355965,Earth
2016 gn2,25.0,,,0.1462,0.9391,10.38,3749034,2016 gn2,25.0,0.02658,0.0594346868,False,2025-01-20,16.5085252856,64784321.59721449,Earth
2016 gc135,23.49,,,0.1327,1.307,17.06,3750669,2016 gc135,23.5,0.0530340723,0.1185877909,False,2025-03-19,8.7799993063,29904819.40143849,Earth
2016 gm135,22.32,,,0.4448,1.193,14.17,3750678,2016 gm135,22.32,0.0913177026,0.2041925905,False,2025-03-26,24.1926916072,60229846.339330375,Earth
2016 gf216,24.9,,,0.1908,1.305,2.83,3751530,2016 gf216,24.9,0.0278326768,0.0622357573,False,2025-04-15,9.998088955,44923732.47623135,Earth
2016 gw221,24.75,,,0.2668,0.8281,3.76,3752012,2016 gw221,24.75,0.0298232505,0.0666868155,False,2025-03-28,7.8153483261,11283838.293584935,Earth
2016 hb,24.4,,,0.4394,1.727,4.02,3752080,2016 hb,24.4,0.0350392641,0.0783501764,False,2025-05-22,21.6479399181,71916595.28964463,Earth
2016 ht19,23.0,,,0.3027,1.178,12.4,3752720,2016 ht19,23.0,0.0667659413,0.1492931834,False,2025-05-12,13.5282197689,32385533.51572763,Earth
2016 je,21.93,,,0.4721,0.8219,16.68,3752703,2016 je,21.94,0.1087814834,0.2432427915,False,2025-05-12,12.0257146777,28214109.57293353,Earth
2016 jw5,22.01,,,0.6734,2.722,2.96,3752780,2016 jw5,22.01,0.1053307015,0.2355266087,True,2025-01-19,14.2370224289,9206432.018369963,Earth
2016 jy5,27.1,,,0.2113,1.088,4.63,3752778,2016 jy5,27.1,0.0101054342,0.0225964377,False,2025-05-23,18.9069664367,66278299.84457728,Earth
2016 ja6,26.3,,,0.2763,1.088,16.01,3752782,2016 ja6,26.3,0.0146067964,0.0326617897,False,2025-05-23,22.6513790832,67108797.07237604,Earth
2016 jg12,22.55,,,0.3321,1.303,5.49,3752902,2016 jg12,22.55,0.0821400526,0.1836707413,False,2025-05-06,7.5763956588,69671299.33415158,Earth
2016 jv24,23.96,,,0.4772,1.471,30.43,3753134,2016 jv24,23.96,0.0429096504,0.0959488953,False,2025-04-29,30.5085115072,66538556.066844776,Earth
2016 ko,26.5,,,0.3113,0.8172,6.5,3753595,2016 ko,26.5,0.0133215567,0.0297879063,False,2025-01-05,15.3644012418,63031190.87562886,Earth
2016 lj8,25.2,,,0.2627,1.177,9.86,3753718,2016 lj8,25.2,0.0242412481,0.0542050786,False,2025-05-21,19.7739485735,59719558.02658245,Earth
2016 nc1,25.46,,,0.1304,0.9339,7.22,3754389,2016 nc1,25.46,0.021505769,0.0480883614,False,2025-03-08,3.9111215347,19684139.869457692,Earth
2016 nn15,26.7,,,0.5065,2.069,6.9,3754439,2016 nn15,26.7,0.0121494041,0.0271668934,False,2025-05-28,15.0074879221,38390951.69307888,Earth
2016 of,23.14,,,0.2382,1.305,14.05,3755939,2016 of,23.14,0.06259721,0.1399716167,False,2025-06-03,9.2997196482,33146837.165916357,Earth
2016 pa40,24.49,,,0.2853,1.012,10.47,3757410,2016 pa40,24.49,0.0336166921,0.0751692087,False,2025-03-01,8.1415048656,22121481.178016245,Earth
2016 qe44,21.56,,,0.2156,1.322,35.58,3758247,2016 qe44,21.56,0.1295850727,0.2897610314,False,2025-03-16,18.2207601929,28319636.14978812,Earth
2016 qg44,22.43,,,0.2429,1.178,17.3,3758248,2016 qg44,22.43,0.0868070458,0.1941064553,False,2025-02-26,15.4936598204,29690660.85026449,Earth
2016 rb1,28.3,,,0.2805,0.8727,1.79,3758923,2016 rb1,28.3,0.0058150704,0.0130028927,False,2025-02-16,11.457484558,51547196.01750724,Earth
2016 rn1,21.02,,,0.2749,1.31,25.29,3758927,2016 rn1,21.01,0.1669379118,0.3732845187,True,2025-03-14,17.1559905262,29647919.78137912,Earth
2016 rt20,24.4,,,0.3687,0.8282,34.16,3759318,2016 rt20,24.4,0.0350392641,0.0783501764,False,2025-04-27,24.2638084478,72787524.96207935,Earth
2016 sz1,26.3,,,0.3994,1.381,6.68,3759722,2016 sz1,26.3,0.0146067964,0.0326617897,False,2025-02-19,13.9844830606,21566261.57884764,Earth
2016 sa2,28.12,,,0.1847,1.176,4.76,3759724,2016 sa2,28.12,0.0063176415,0.0141266758,False,2025-05-29,10.7464916827,33293626.50046476,Earth
2016 sl3,25.0,,,0.1904,0.9884,9.73,3759775,2016 sl3,25.0,0.02658,0.0594346868,False,2025-02-14,9.6544151171,22972887.7001049,Earth
2016 tu19,24.4,,,0.3545,0.8115,6.28,3760679,2016 tu19,24.4,0.0350392641,0.0783501764,False,2025-02-15,12.7103954459,59299958.56059125,Earth
2016 ur5,26.7,,,0.4735,0.9408,11.71,3761354,2016 ur5,26.7,0.0121494041,0.0271668934,False,2025-03-30,19.8076403787,70834158.20956849,Earth
2016 ua41,24.4,,,0.2097,1.199,8.84,3761738,2016 ua41,24.4,0.0350392641,0.0783501764,False,2025-01-16,7.5951463397,69592130.51073079,Earth
2016 up41,21.71,,,0.1943,1.081,5.35,3761750,2016 up41,21.7,0.1214940408,0.2716689341,False,2025-02-10,10.9140118157,28375475.88849239,Earth
2016 uc57,23.9,,,0.1944,1.357,9.48,3762168,2016 uc57,23.9,0.04411182,0.0986370281,False,2025-02-24,5.3360644505,64752234.00600309,Earth
2016 ub107,25.2,,,0.3065,1.374,0.97,3763102,2016 ub107,25.2,0.0242412481,0.0542050786,False,2025-01-26,9.6943277145,20407917.238032017,Earth
2016 vs1,25.8,,,0.2114,0.9327,4.42,3763286,2016 vs1,25.8,0.0183888672,0.0411187571,False,2025-04-23,8.1921704105,38229692.26519813,Earth
2016 vu1,24.6,,,0.1336,1.208,27.33,3763283,2016 vu1,24.6,0.0319561887,0.0714562102,False,2025-04-14,14.3363979576,59141956.40193294,Earth
2016 wh,27.07,,,0.477,1.605,2.75,3763937,2016 wh,27.07,0.0102460147,0.0229107855,False,2025-04-02,17.7681478247,33819619.83696188,Earth
2016 wh1,25.1,,,0.5967,2.525,3.27,3763953,2016 wh1,25.1,0.0253837029,0.0567596853,False,2025-01-18,15.981936482,43759953.63375309,Earth
2016 wm8,24.2,,,0.2416,1.189,5.64,3764835,2016 wm8,24.2,0.0384197891,0.0859092601,False,2025-03-19,8.5119706044,72927066.57902199,Earth
2016 wr8,27.4,,,0.0929,1.092,22.02,3764838,2016 wr8,27.4,0.0088014652,0.0196806745,False,2025-05-15,11.7114583425,31244993.146536022,Earth
2016 wl48,24.9,,,0.1218,1.077,11.49,3765003,2016 wl48,24.9,0.0278326768,0.0622357573,False,2025-05-30,8.2359525468,10699975.773679122,Earth
2016 xb2,21.54,,,0.4986,1.164,11.83,3765641,2016 xb2,21.54,0.1307841086,0.2924421572,False,2025-03-31,17.7983266694,28009402.71990463,Earth
2017 at4,26.6,,,0.2649,1.376,2.66,3766342,2017 at4,26.6,0.0127219879,0.0284472297,False,2025-03-02,15.3833948602,61249402.19872008,Earth
2017 az13,21.98,,,0.2657,0.9284,18.32,3766462,2017 az13,21.98,0.1067959975,0.2388031102,False,2025-01-02,11.9983637463,24373497.638301603,Earth
2017 bo30,23.9,,,0.2313,0.9274,25.07,3767164,2017 bo30,23.9,0.04411182,0.0986370281,False,2025-01-15,13.1846896317,35787058.707591526,Earth
2017 bn92,25.73,,,0.4821,1.918,1.13,3767871,2017 bn92,25.73,0.0189913123,0.0424658654,False,2025-01-21,6.2223888158,1801435.350216092,Earth
2017 bu93,23.17,,,0.4029,0.9812,22.4,3767933,2017 bu93,23.17,0.061738344,0.1380511341,False,2025-06-03,17.1029969193,55665601.053993575,Earth
2017 bg136,25.98,,,0.0525,0.9948,27.61,3769438,2017 bg136,25.98,0.0169260249,0.0378477424,False,2025-01-26,19.9828928401,66042979.08895435,Earth
2017 dk34,26.8,,,0.3216,1.217,4.34,3769806,2017 dk34,26.8,0.0116025908,0.0259441818,False,2025-03-05,18.763283939,50504755.408994496,Earth
2017 da36,25.1,,,0.2644,1.217,4.59,3769886,2017 da36,25.1,0.0253837029,0.0567596853,False,2025-01-21,5.7664976905,51908321.96957432,Earth
2017 du36,24.9,,,0.1989,1.212,23.08,3769917,2017 du36,24.9,0.0278326768,0.0622357573,False,2025-02-16,12.6965379322,16500925.317649659,Earth
2017 dr109,27.6,,,0.2412,1.008,3.14,3770320,2017 dr109,27.6,0.0080270317,0.0179489885,False,2025-03-14,20.3141808196,65676911.26101055,Earth
2017 ev,26.73,,,0.3297,1.377,6.98,3770351,2017 ev,26.73,0.011982708,0.0267941497,False,2025-03-07,8.1641304036,1168680.611166038,Earth
2017 ed3,24.12,,,0.1693,0.9181,6.12,3771019,2017 ed3,24.12,0.0398616229,0.0891332986,False,2025-04-26,16.6924912458,58364930.44944104,Earth
2017 fz2,26.6,,,0.2638,1.008,1.81,3771633,2017 fz2,26.6,0.0127219879,0.0284472297,False,2025-01-07,7.6348283529,43675472.56004904,Earth
2017 fo91,25.1,,,0.1164,1.213,13.47,3772842,2017 fo91,25.1,0.0253837029,0.0567596853,False,2025-03-30,7.0758229437,16311206.211462663,Earth
2017 fq101,25.0,,,0.4466,1.927,5.71,3772987,2017 fq101,25.0,0.02658,0.0594346868,False,2025-04-23,7.3460047773,19321953.747205503,Earth
2017 fa102,25.49,,,0.5759,1.919,0.34,3772997,2017 fa102,25.49,0.0212106988,0.0474285643,False,2025-04-04,15.1551768302,4491937.813102926,Earth
2017 fl127,22.8,,,0.6069,2.518,22.46,3773595,2017 fl127,22.8,0.0732073989,0.1636967205,False,2025-02-26,16.1975427591,9629977.053383484,Earth
2017 fh128,21.68,,,0.3838,0.8741,10.88,3773650,2017 fh128,21.68,0.1226182113,0.2741826558,False,2025-02-08,25.7630948376,66921797.07203395,Earth
2017 fb157,27.7,,,0.1721,1.206,1.11,3773744,2017 fb157,27.7,0.0076657557,0.0171411509,False,2025-01-11,12.9242431904,52134330.21291038,Earth
2017 go5,25.6,,,0.3656,0.7693,4.13,3773839,2017 go5,25.6,0.0201629919,0.0450858206,False,2025-03-09,21.6404156216,62951998.17638802,Earth
2017 gl6,23.06,,,0.4175,1.593,6.49,3773912,2017 gl6,23.06,0.0649463841,0.1452245297,False,2025-03-31,15.6624345918,39192210.37622102,Earth
2017 hq3,25.71,,,0.0806,1.1,14.95,3774095,2017 hq3,25.71,0.0191670368,0.0428587972,False,2025-05-06,16.9943786741,72121576.04141371,Earth
2017 hg4,27.7,,,0.1841,0.866,3.0,3774114,2017 hg4,27.7,0.0076657557,0.0171411509,False,2025-04-12,9.0616582291,26724028.035928715,Earth
2017 ha5,27.5,,,0.214,0.8575,1.72,3774133,2017 ha5,27.5,0.008405334,0.0187948982,False,2025-05-12,14.4911176981,46707768.17298668,Earth
2017 hz49,25.5,,,0.1959,1.204,3.94,3774436,2017 hz49,25.5,0.0211132445,0.0472106499,False,2025-04-15,17.3931037346,63938523.215036176,Earth
2017 jj2,25.1,,,0.6265,0.6915,12.16,3774574,2017 jj2,25.1,0.0253837029,0.0567596853,False,2025-05-03,22.9476002368,35156445.67148753,Earth
2017 mm8,22.58,,,0.6674,0.8875,23.35,3776269,2017 mm8,22.58,0.0810130488,0.1811506842,False,2025-05-09,30.0429597117,71558598.05735031,Earth
2017 pk25,25.3,,,0.4371,0.8139,25.87,3780633,2017 pk25,25.3,0.0231502122,0.0517654482,False,2025-04-09,17.0576756053,66855344.86043188,Earth
2017 qc36,20.7,,,0.2962,0.7992,17.36,3781359,2017 qc36,20.7,0.1925550782,0.4305662442,True,2025-01-25,18.5116471622,63297391.65349676,Earth
2017 ry15,22.72,,,0.1552,1.112,16.75,3781467,2017 ry15,22.72,0.0759547566,0.1698399991,False,2025-03-18,11.1457592011,17133778.940891784,Earth
2017 rn16,28.9,,,0.2816,1.2,1.97,3781579,2017 rn16,28.9,0.004411182,0.0098637028,False,2025-04-17,8.6632834639,4190118.201262061,Earth
2017 ro16,27.8,,,0.379,1.466,0.76,3781595,2017 ro16,27.8,0.0073207399,0.016369672,False,2025-01-19,16.6175129449,42638166.09059555,Earth
2017 sk2,23.2,,,0.1534,1.435,13.72,3781585,2017 sk2,23.2,0.0608912622,0.1361570015,False,2025-01-06,5.35362664,66024505.62198273,Earth
2017 ss10,25.2,,,0.3262,0.8532,18.65,3781651,2017 ss10,25.2,0.0242412481,0.0542050786,False,2025-01-17,15.4211353076,67410544.39852612,Earth
2017 st17,24.82,,,0.3266,1.265,9.81,3781913,2017 st17,24.82,0.0288771931,0.0645713667,False,2025-03-24,16.9735131674,41287279.85146434,Earth
2017 ss32,22.8,,,0.5216,0.8373,9.93,3785705,2017 ss32,22.8,0.0732073989,0.1636967205,False,2025-02-10,13.159048858,64725034.151199274,Earth
2017 tu1,26.2,,,0.4367,0.7942,0.41,3785681,2017 tu1,26.2,0.0152951935,0.0342010925,False,2025-01-06,14.8116606962,67762561.05205293,Earth
2017 tn2,22.23,,,0.6751,1.546,6.52,3785694,2017 tn2,22.23,0.095182033,0.212833496,False,2025-03-03,21.8630826106,11148642.704202807,Earth
2017 ta6,27.1,,,0.1711,1.119,0.99,3785931,2017 ta6,27.1,0.0101054342,0.0225964377,False,2025-03-10,16.5818306912,63109087.8179589,Earth
2017 ue,26.9,,,0.2315,1.087,7.65,3786459,2017 ue,26.9,0.0110803882,0.0247765013,False,2025-03-21,5.6218824523,37440397.83626689,Earth
2017 ug,27.5,,,0.3298,1.011,9.62,3786458,2017 ug,27.5,0.008405334,0.0187948982,False,2025-02-21,11.5823604501,48115814.0229096,Earth
2017 ug5,26.3,,,0.1942,0.986,13.22,3788026,2017 ug5,26.3,0.0146067964,0.0326617897,False,2025-03-13,13.457724064,32910492.472712424,Earth
2017 um52,29.53,,,0.0968,1.012,2.44,3791307,2017 um52,29.53,0.0033003118,0.0073797216,False,2025-05-20,16.4263602574,70750673.1285633,Earth
2017 vu13,20.89,,,0.4687,0.8472,21.21,3789390,2017 vu13,20.89,0.1764229081,0.3944936153,False,2025-02-04,16.3666022187,52858560.7433525,Earth
2017 wp,23.1,,,0.2355,1.212,29.66,3789456,2017 wp,23.1,0.063760979,0.1425738833,False,2025-05-16,14.7541995566,52546048.96782849,Earth
2017 wy27,27.9,,,0.2469,1.076,5.2,3789741,2017 wy27,27.9,0.0069912523,0.0156329154,False,2025-05-07,18.5651173984,54268604.98146204,Earth
2017 xs,22.7,,,0.3418,0.7931,14.86,3791015,2017 xs,22.7,0.0766575574,0.1714115092,False,2025-06-01,18.7490383814,69708588.09922777,Earth
2017 xt2,25.3,,,0.1564,1.24,12.2,3791298,2017 xt2,25.3,0.0231502122,0.0517654482,False,2025-03-07,5.6786270434,64290973.14887389,Earth
2017 yd,25.5,,,0.3012,1.455,1.6,3792462,2017 yd,25.5,0.0211132445,0.0472106499,False,2025-01-07,4.9143049327,10536583.499046208,Earth
2017 yz4,28.1,,,0.4088,1.47,2.17,3795061,2017 yz4,28.1,0.0063760979,0.0142573883,False,2025-05-12,19.797863524,52689144.83568511,Earth
2017 yq5,24.7,,,0.1684,0.9972,16.98,3795086,2017 yq5,24.7,0.0305179233,0.0682401509,False,2025-01-11,12.4713507414,32292968.68176153,Earth
2017 yj7,26.3,,,0.2945,0.7833,3.29,3795129,2017 yj7,26.3,0.0146067964,0.0326617897,False,2025-01-27,15.3765851684,40488906.86635513,Earth
2018 an2,24.8,,,0.1543,1.002,22.07,3797456,2018 an2,24.8,0.0291443905,0.0651688382,False,2025-01-11,11.3932530243,24393068.46548883,Earth
2018 ag4,26.1,,,0.2943,1.261,10.49,3797498,2018 ag4,26.1,0.0160160338,0.0358129403,False,2025-06-01,11.1388579249,27734097.101513006,Earth
2018 af12,21.79,,,0.7178,1.537,13.05,3797690,2018 af12,21.79,0.1165614595,0.2606393469,False,2025-05-09,36.9288811728,69973458.47331819,Earth
2018 ae13,24.5,,,0.1032,1.104,17.76,3797702,2018 ae13,24.5,0.0334622374,0.0748238376,False,2025-02-03,9.9602797086,45765037.56670592,Earth
2018 ah13,24.18,,,0.1251,1.253,15.15,3797709,2018 ah13,24.18,0.038775283,0.0867041687,False,2025-01-23,7.9548118104,19343743.260402694,Earth
2018 am13,22.13,,,0.3711,1.445,19.9,3797745,2018 am13,22.13,0.099667824,0.2228640296,False,2025-01-25,10.6407705396,72726084.11456461,Earth
2018 bp1,24.6,,,0.4019,0.7375,6.39,3797750,2018 bp1,24.6,0.0319561887,0.0714562102,False,2025-02-17,10.2457400011,8928767.286447797,Earth
2018 bv1,24.3,,,0.0915,1.1,21.38,3797753,2018 bv1,24.3,0.0366906138,0.0820427065,False,2025-01-13,19.8822867801,73699997.43942049,Earth
2018 bm3,21.99,,,0.5106,1.117,19.62,3797861,2018 bm3,21.99,0.1063053145,0.2377059096,True,2025-01-10,22.8423951082,21814630.844123658,Earth
2018 bg5,24.08,,,0.2828,1.114,1.91,3797901,2018 bg5,24.08,0.0406027058,0.0907904103,False,2025-02-01,18.961352417,53438187.010614805,Earth
2018 bl5,24.3,,,0.3825,1.758,3.94,3797906,2018 bl5,24.3,0.0366906138,0.0820427065,False,2025-01-27,4.0071364752,15204334.817606444,Earth
2018 bn6,26.8,,,0.3438,1.113,2.09,3798973,2018 bn6,26.8,0.0116025908,0.0259441818,False,2025-02-05,18.2049786622,39424236.53795294,Earth
2018 cr3,25.63,,,0.6473,1.443,3.12,3799425,2018 cr3,25.63,0.0198863453,0.04446722,False,2025-01-29,30.9387411296,48245526.82043666,Earth
2018 cd14,24.0,,,0.4881,2.32,11.12,3799640,2018 cd14,24.0,0.0421264611,0.0941976306,False,2025-02-05,7.882129409,72054174.07781437,Earth
2018 dc4,27.3,,,0.1307,0.9192,2.44,3799765,2018 dc4,27.3,0.0092162655,0.0206081961,False,2025-05-29,4.6846992379,28103368.4032852,Earth
2018 eu1,26.7,,,0.3356,1.244,13.55,3799832,2018 eu1,26.7,0.0121494041,0.0271668934,False,2025-02-24,22.1345609188,56469844.85791306,Earth
2018 fd,24.27,,,0.3259,0.7963,5.41,3801945,2018 fd,24.27,0.037201031,0.0831840342,False,2025-02-19,23.6575666446,74076175.6748506,Earth
2018 fv,24.68,,,0.4184,1.753,1.87,3801962,2018 fv,24.68,0.0308003021,0.0688715693,False,2025-01-20,8.2939199444,18061902.511950005,Earth
2018 gn1,27.4,,,0.4728,1.765,1.46,3802425,2018 gn1,27.4,0.0088014652,0.0196806745,False,2025-04-30,14.9102692274,30005556.8717612,Earth
2018 gc2,26.8,,,0.2874,1.441,5.67,3802437,2018 gc2,26.8,0.0116025908,0.0259441818,False,2025-02-27,18.2997100887,73269220.78353204,Earth
2018 gj2,20.8,,,0.4118,1.105,16.97,3802451,2018 gj2,20.8,0.1838886721,0.411187571,False,2025-03-16,12.227234219,23280684.853876505,Earth
2018 hs,25.1,,,0.2997,1.256,33.23,3805268,2018 hs,25.1,0.0253837029,0.0567596853,False,2025-04-30,22.4118723769,34723968.731088005,Earth
2018 hh2,23.12,,,0.2276,1.248,18.61,3819573,2018 hh2,23.12,0.0631764148,0.1412667581,False,2025-04-25,9.6708911552,24935803.374416582,Earth
2018 jf2,24.1,,,0.3274,0.7861,13.38,3824091,2018 jf2,24.1,0.040230458,0.0899580388,False,2025-02-07,6.0349484606,54028760.26657201,Earth
2018 jf2,24.1,,,0.3274,0.7861,13.38,3824091,2018 jf2,24.1,0.040230458,0.0899580388,False,2025-05-26,9.9080689635,15657879.506359775,Earth
2018 jc5,22.69,,,0.5089,2.297,12.04,3824968,2018 jc5,22.69,0.0770113926,0.1722027088,False,2025-04-18,8.0296781818,24027527.20708764,Earth
2018 ks,27.9,,,0.1998,1.007,8.86,3824978,2018 ks,27.9,0.0069912523,0.0156329154,False,2025-03-06,5.8904597323,40674211.92283012,Earth
2018 kf1,25.8,,,0.5606,2.287,6.14,3824993,2018 kf1,25.8,0.0183888672,0.0411187571,False,2025-04-05,19.4317316142,55173852.928867295,Earth
2018 lv2,25.3,,,0.2992,0.9919,2.98,3825135,2018 lv2,25.3,0.0231502122,0.0517654482,False,2025-02-21,10.4099866945,43476378.81357977,Earth
2018 mj7,23.16,,,0.4162,1.095,5.01,3825491,2018 mj7,23.16,0.0620233153,0.1386883492,False,2025-02-22,14.4177280298,52129708.58119396,Earth
2018 rr,27.6,,,0.1782,1.1,13.71,3827162,2018 rr,27.6,0.0080270317,0.0179489885,False,2025-03-21,9.4659151018,15796534.90552054,Earth
2018 rc1,26.45,,,0.1695,1.262,2.13,3827172,2018 rc1,26.45,0.0136318556,0.0304817558,False,2025-05-16,5.3970659525,55415931.34939344,Earth
2018 rc2,23.11,,,0.3412,1.245,14.74,3827319,2018 rc2,23.11,0.0634680239,0.1419188158,False,2025-03-08,12.4858682671,756859.366747188,Earth
2018 rf2,28.2,,,0.34,1.024,9.63,3827322,2018 rf2,28.2,0.0060891262,0.0136157002,False,2025-04-12,14.4349590277,23826552.446920566,Earth
2018 re3,27.3,,,0.3912,1.327,2.27,3827356,2018 re3,27.3,0.0092162655,0.0206081961,False,2025-02-03,11.122841899,5948840.412515114,Earth
2018 ro5,25.61,,,0.2318,0.9915,2.68,3829424,2018 ro5,25.61,0.0200703514,0.0448786701,False,2025-05-14,8.4146804652,37611393.87143616,Earth
2018 sn2,24.4,,,0.217,0.8377,13.08,3830886,2018 sn2,24.4,0.0350392641,0.0783501764,False,2025-04-20,12.8278159542,51993480.15315757,Earth
2018 so2,25.9,,,0.3213,0.8357,5.42,3830887,2018 so2,25.9,0.0175612318,0.0392681082,False,2025-01-31,14.8103566636,62011409.16833482,Earth
2018 sp2,24.8,,,0.2055,0.9246,26.83,3830890,2018 sp2,24.8,0.0291443905,0.0651688382,False,2025-05-14,21.6256044449,68410900.08937109,Earth
2018 sf3,25.31,,,0.1527,1.013,6.19,3831063,2018 sf3,25.31,0.0230438467,0.0515276076,False,2025-05-16,11.7769078814,39706358.014819205,Earth
2018 tz1,25.0,,,0.1441,1.098,9.7,3831212,2018 tz1,25.0,0.02658,0.0594346868,False,2025-04-12,15.5261664743,54117496.9060046,Earth
2018 td2,26.5,,,0.4155,0.8431,10.54,3831218,2018 td2,26.5,0.0133215567,0.0297879063,False,2025-03-17,20.7039822274,73826392.17115076,Earth
2018 tf3,20.48,,,0.7174,2.134,6.87,3831479,2018 tf3,20.48,0.2130860292,0.4764748465,True,2025-05-02,23.8972147635,16396369.256976692,Earth
2018 uj1,23.4,,,0.1874,1.295,11.18,3831890,2018 uj1,23.4,0.0555334912,0.1241766613,False,2025-02-02,6.2623765853,70331538.85210866,Earth
2018 vr9,22.7,,,0.7637,1.189,12.42,3836246,2018 vr9,22.7,0.0766575574,0.1714115092,False,2025-02-04,33.5783332757,45636721.07081808,Earth
2018 vb10,25.8,,,0.1832,0.9906,11.58,3836251,2018 vb10,25.8,0.0183888672,0.0411187571,False,2025-05-31,7.4195052447,28121086.894686293,Earth
2018 wk,27.1,,,0.3271,0.8975,4.22,3836275,2018 wk,27.1,0.0101054342,0.0225964377,False,2025-05-19,12.0947443876,54669679.62353285,Earth
2018 we1,26.1,,,0.3587,1.096,6.27,3836294,2018 we1,26.1,0.0160160338,0.0358129403,False,2025-03-31,8.6558448751,60249226.92290632,Earth
2018 xa4,29.0,,,0.4032,1.12,2.29,3836886,2018 xa4,29.0,0.0042126461,0.0094197631,False,2025-01-11,9.0791987063,59918690.38426196,Earth
2018 xe4,26.4,,,0.4471,1.593,2.95,3836890,2018 xe4,26.4,0.0139493823,0.0311917671,False,2025-01-21,7.9051926705,14457727.9164829,Earth
2018 xd5,24.7,,,0.2936,0.8193,4.52,3836913,2018 xd5,24.7,0.0305179233,0.0682401509,False,2025-01-21,15.4691468537,37857743.23635186,Earth
2018 xm5,24.4,,,0.3026,0.8358,10.17,3836927,2018 xm5,24.4,0.0350392641,0.0783501764,False,2025-05-18,15.9444998446,65011233.50144408,Earth
2019 av,24.3,,,0.3626,1.302,2.97,3837565,2019 av,24.3,0.0366906138,0.0820427065,False,2025-01-22,17.9109546116,39823525.774324656,Earth
2019 ae3,27.4,,,0.0996,0.9946,14.82,3837605,2019 ae3,27.4,0.0088014652,0.0196806745,False,2025-01-08,9.0801480023,40671208.9251073,Earth
2019 ay3,23.82,,,0.5769,1.212,3.97,3837644,2019 ay3,23.82,0.0457672667,0.1023387195,False,2025-05-20,21.8417497375,17030484.36425759,Earth
2019 aq5,25.4,,,0.2472,1.302,6.85,3837683,2019 aq5,25.4,0.022108281,0.0494356193,False,2025-03-14,4.3449365227,54092292.86630402,Earth
2019 ax5,26.0,,,0.2148,0.9075,17.18,3837686,2019 ax5,26.0,0.0167708462,0.0375007522,False,2025-03-25,6.5167387906,53740640.57334937,Earth
2019 ar8,25.61,,,0.3007,0.8947,2.69,3837784,2019 ar8,25.61,0.0200703514,0.0448786701,False,2025-01-02,22.7966474576,66096247.494589694,Earth
2019 as11,26.8,,,0.1145,1.123,7.22,3837864,2019 as11,26.8,0.0116025908,0.0259441818,False,2025-01-03,11.8634390203,48375536.34533886,Earth
2019 ao12,25.6,,,0.3489,0.7718,4.54,3837883,2019 ao12,25.6,0.0201629919,0.0450858206,False,2025-01-07,24.2782093228,72072116.41250834,Earth
2019 bl,25.2,,,0.2509,1.322,6.6,3837925,2019 bl,25.2,0.0242412481,0.0542050786,False,2025-01-29,17.8360300648,68421299.95377605,Earth
2019 bv1,28.8,,,0.5207,1.601,8.25,3837981,2019 bv1,28.8,0.0046190746,0.0103285648,False,2025-02-19,27.7769956637,69260145.71510696,Earth
